ZipCode,AE_Email,BranchID,TerritoryName
77441,southwest-ae@company.com,BRN-001,Southwest Houston
77444,southwest-ae@company.com,BRN-001,Southwest Houston
77450,southwest-ae@company.com,BRN-001,Southwest Houston
77456,southwest-ae@company.com,BRN-001,Southwest Houston
77457,southwest-ae@company.com,BRN-001,Southwest Houston
77459,southwest-ae@company.com,BRN-001,Southwest Houston
77461,southwest-ae@company.com,BRN-001,Southwest Houston
77465,southwest-ae@company.com,BRN-001,Southwest Houston
77468,southwest-ae@company.com,BRN-001,Southwest Houston
77469,southwest-ae@company.com,BRN-001,Southwest Houston
77471,southwest-ae@company.com,BRN-001,Southwest Houston
77477,southwest-ae@company.com,BRN-001,Southwest Houston
77478,southwest-ae@company.com,BRN-001,Southwest Houston
77479,southwest-ae@company.com,BRN-001,Southwest Houston
77480,southwest-ae@company.com,BRN-001,Southwest Houston
77481,southwest-ae@company.com,BRN-001,Southwest Houston
77482,southwest-ae@company.com,BRN-001,Southwest Houston
77485,southwest-ae@company.com,BRN-001,Southwest Houston
77486,southwest-ae@company.com,BRN-001,Southwest Houston
77488,southwest-ae@company.com,BRN-001,Southwest Houston
77489,southwest-ae@company.com,BRN-001,Southwest Houston
77494,southwest-ae@company.com,BRN-001,Southwest Houston
77497,southwest-ae@company.com,BRN-001,Southwest Houston
77498,southwest-ae@company.com,BRN-001,Southwest Houston
77541,southwest-ae@company.com,BRN-001,Southwest Houston
77545,southwest-ae@company.com,BRN-001,Southwest Houston
77566,southwest-ae@company.com,BRN-001,Southwest Houston
77583,southwest-ae@company.com,BRN-001,Southwest Houston

# ──────────────────────────────────────────────────────
# Northwest Houston - 65 zips
# Replace: northwest-ae@company.com
# ──────────────────────────────────────────────────────

77006,northwest-ae@company.com,BRN-001,Northwest Houston
77008,northwest-ae@company.com,BRN-001,Northwest Houston
77009,northwest-ae@company.com,BRN-001,Northwest Houston
77014,northwest-ae@company.com,BRN-001,Northwest Houston
77018,northwest-ae@company.com,BRN-001,Northwest Houston
77038,northwest-ae@company.com,BRN-001,Northwest Houston
77040,northwest-ae@company.com,BRN-001,Northwest Houston
77041,northwest-ae@company.com,BRN-001,Northwest Houston
77043,northwest-ae@company.com,BRN-001,Northwest Houston
77055,northwest-ae@company.com,BRN-001,Northwest Houston
77064,northwest-ae@company.com,BRN-001,Northwest Houston
77065,northwest-ae@company.com,BRN-001,Northwest Houston
77066,northwest-ae@company.com,BRN-001,Northwest Houston
77067,northwest-ae@company.com,BRN-001,Northwest Houston
77068,northwest-ae@company.com,BRN-001,Northwest Houston
77069,northwest-ae@company.com,BRN-001,Northwest Houston
77070,northwest-ae@company.com,BRN-001,Northwest Houston
77080,northwest-ae@company.com,BRN-001,Northwest Houston
77084,northwest-ae@company.com,BRN-001,Northwest Houston
77086,northwest-ae@company.com,BRN-001,Northwest Houston
77088,northwest-ae@company.com,BRN-001,Northwest Houston
77090,northwest-ae@company.com,BRN-001,Northwest Houston
77091,northwest-ae@company.com,BRN-001,Northwest Houston
77092,northwest-ae@company.com,BRN-001,Northwest Houston
77095,northwest-ae@company.com,BRN-001,Northwest Houston
77206,northwest-ae@company.com,BRN-001,Northwest Houston
77207,northwest-ae@company.com,BRN-001,Northwest Houston
77304,northwest-ae@company.com,BRN-001,Northwest Houston
77316,northwest-ae@company.com,BRN-001,Northwest Houston
77318,northwest-ae@company.com,BRN-001,Northwest Houston
77354,northwest-ae@company.com,BRN-001,Northwest Houston
77355,northwest-ae@company.com,BRN-001,Northwest Houston
77356,northwest-ae@company.com,BRN-001,Northwest Houston
77362,northwest-ae@company.com,BRN-001,Northwest Houston
77363,northwest-ae@company.com,BRN-001,Northwest Houston
77375,northwest-ae@company.com,BRN-001,Northwest Houston
77377,northwest-ae@company.com,BRN-001,Northwest Houston
77379,northwest-ae@company.com,BRN-001,Northwest Houston
77380,northwest-ae@company.com,BRN-001,Northwest Houston
77381,northwest-ae@company.com,BRN-001,Northwest Houston
77382,northwest-ae@company.com,BRN-001,Northwest Houston
77384,northwest-ae@company.com,BRN-001,Northwest Houston
77388,northwest-ae@company.com,BRN-001,Northwest Houston
77389,northwest-ae@company.com,BRN-001,Northwest Houston
77423,northwest-ae@company.com,BRN-001,Northwest Houston
77429,northwest-ae@company.com,BRN-001,Northwest Houston
77433,northwest-ae@company.com,BRN-001,Northwest Houston
77445,northwest-ae@company.com,BRN-001,Northwest Houston
77446,northwest-ae@company.com,BRN-001,Northwest Houston
77447,northwest-ae@company.com,BRN-001,Northwest Houston
77449,northwest-ae@company.com,BRN-001,Northwest Houston
77474,northwest-ae@company.com,BRN-001,Northwest Houston
77484,northwest-ae@company.com,BRN-001,Northwest Houston
77493,northwest-ae@company.com,BRN-001,Northwest Houston
77559,northwest-ae@company.com,BRN-001,Northwest Houston
77802,northwest-ae@company.com,BRN-001,Northwest Houston
77808,northwest-ae@company.com,BRN-001,Northwest Houston
77830,northwest-ae@company.com,BRN-001,Northwest Houston
77831,northwest-ae@company.com,BRN-001,Northwest Houston
77845,northwest-ae@company.com,BRN-001,Northwest Houston
77859,northwest-ae@company.com,BRN-001,Northwest Houston
77861,northwest-ae@company.com,BRN-001,Northwest Houston
77868,northwest-ae@company.com,BRN-001,Northwest Houston
77873,northwest-ae@company.com,BRN-001,Northwest Houston
77879,northwest-ae@company.com,BRN-001,Northwest Houston

# ──────────────────────────────────────────────────────
# Southeast Houston - 116 zips
# Replace: southeast-ae@company.com
# ──────────────────────────────────────────────────────

77002,southeast-ae@company.com,BRN-001,Southeast Houston
77003,southeast-ae@company.com,BRN-001,Southeast Houston
77004,southeast-ae@company.com,BRN-001,Southeast Houston
77010,southeast-ae@company.com,BRN-001,Southeast Houston
77011,southeast-ae@company.com,BRN-001,Southeast Houston
77012,southeast-ae@company.com,BRN-001,Southeast Houston
77015,southeast-ae@company.com,BRN-001,Southeast Houston
77017,southeast-ae@company.com,BRN-001,Southeast Houston
77020,southeast-ae@company.com,BRN-001,Southeast Houston
77021,southeast-ae@company.com,BRN-001,Southeast Houston
77023,southeast-ae@company.com,BRN-001,Southeast Houston
77029,southeast-ae@company.com,BRN-001,Southeast Houston
77033,southeast-ae@company.com,BRN-001,Southeast Houston
77034,southeast-ae@company.com,BRN-001,Southeast Houston
77047,southeast-ae@company.com,BRN-001,Southeast Houston
77048,southeast-ae@company.com,BRN-001,Southeast Houston
77051,southeast-ae@company.com,BRN-001,Southeast Houston
77052,southeast-ae@company.com,BRN-001,Southeast Houston
77058,southeast-ae@company.com,BRN-001,Southeast Houston
77059,southeast-ae@company.com,BRN-001,Southeast Houston
77061,southeast-ae@company.com,BRN-001,Southeast Houston
77062,southeast-ae@company.com,BRN-001,Southeast Houston
77075,southeast-ae@company.com,BRN-001,Southeast Houston
77087,southeast-ae@company.com,BRN-001,Southeast Houston
77089,southeast-ae@company.com,BRN-001,Southeast Houston
77201,southeast-ae@company.com,BRN-001,Southeast Houston
77202,southeast-ae@company.com,BRN-001,Southeast Houston
77203,southeast-ae@company.com,BRN-001,Southeast Houston
77204,southeast-ae@company.com,BRN-001,Southeast Houston
77209,southeast-ae@company.com,BRN-001,Southeast Houston
77212,southeast-ae@company.com,BRN-001,Southeast Houston
77216,southeast-ae@company.com,BRN-001,Southeast Houston
77217,southeast-ae@company.com,BRN-001,Southeast Houston
77220,southeast-ae@company.com,BRN-001,Southeast Houston
77221,southeast-ae@company.com,BRN-001,Southeast Houston
77233,southeast-ae@company.com,BRN-001,Southeast Houston
77502,southeast-ae@company.com,BRN-001,Southeast Houston
77503,southeast-ae@company.com,BRN-001,Southeast Houston
77504,southeast-ae@company.com,BRN-001,Southeast Houston
77505,southeast-ae@company.com,BRN-001,Southeast Houston
77506,southeast-ae@company.com,BRN-001,Southeast Houston
77507,southeast-ae@company.com,BRN-001,Southeast Houston
77510,southeast-ae@company.com,BRN-001,Southeast Houston
77511,southeast-ae@company.com,BRN-001,Southeast Houston
77514,southeast-ae@company.com,BRN-001,Southeast Houston
77515,southeast-ae@company.com,BRN-001,Southeast Houston
77516,southeast-ae@company.com,BRN-001,Southeast Houston
77517,southeast-ae@company.com,BRN-001,Southeast Houston
77518,southeast-ae@company.com,BRN-001,Southeast Houston
77519,southeast-ae@company.com,BRN-001,Southeast Houston
77520,southeast-ae@company.com,BRN-001,Southeast Houston
77521,southeast-ae@company.com,BRN-001,Southeast Houston
77522,southeast-ae@company.com,BRN-001,Southeast Houston
77523,southeast-ae@company.com,BRN-001,Southeast Houston
77530,southeast-ae@company.com,BRN-001,Southeast Houston
77531,southeast-ae@company.com,BRN-001,Southeast Houston
77532,southeast-ae@company.com,BRN-001,Southeast Houston
77534,southeast-ae@company.com,BRN-001,Southeast Houston
77535,southeast-ae@company.com,BRN-001,Southeast Houston
77536,southeast-ae@company.com,BRN-001,Southeast Houston
77538,southeast-ae@company.com,BRN-001,Southeast Houston
77539,southeast-ae@company.com,BRN-001,Southeast Houston
77541,southeast-ae@company.com,BRN-001,Southeast Houston
77542,southeast-ae@company.com,BRN-001,Southeast Houston
77546,southeast-ae@company.com,BRN-001,Southeast Houston
77547,southeast-ae@company.com,BRN-001,Southeast Houston
77550,southeast-ae@company.com,BRN-001,Southeast Houston
77551,southeast-ae@company.com,BRN-001,Southeast Houston
77554,southeast-ae@company.com,BRN-001,Southeast Houston
77560,southeast-ae@company.com,BRN-001,Southeast Houston
77562,southeast-ae@company.com,BRN-001,Southeast Houston
77563,southeast-ae@company.com,BRN-001,Southeast Houston
77564,southeast-ae@company.com,BRN-001,Southeast Houston
77565,southeast-ae@company.com,BRN-001,Southeast Houston
77566,southeast-ae@company.com,BRN-001,Southeast Houston
77568,southeast-ae@company.com,BRN-001,Southeast Houston
77571,southeast-ae@company.com,BRN-001,Southeast Houston
77573,southeast-ae@company.com,BRN-001,Southeast Houston
77575,southeast-ae@company.com,BRN-001,Southeast Houston
77577,southeast-ae@company.com,BRN-001,Southeast Houston
77578,southeast-ae@company.com,BRN-001,Southeast Houston
77581,southeast-ae@company.com,BRN-001,Southeast Houston
77583,southeast-ae@company.com,BRN-001,Southeast Houston
77584,southeast-ae@company.com,BRN-001,Southeast Houston
77585,southeast-ae@company.com,BRN-001,Southeast Houston
77586,southeast-ae@company.com,BRN-001,Southeast Houston
77587,southeast-ae@company.com,BRN-001,Southeast Houston
77590,southeast-ae@company.com,BRN-001,Southeast Houston
77591,southeast-ae@company.com,BRN-001,Southeast Houston
77597,southeast-ae@company.com,BRN-001,Southeast Houston
77598,southeast-ae@company.com,BRN-001,Southeast Houston
77611,southeast-ae@company.com,BRN-001,Southeast Houston
77619,southeast-ae@company.com,BRN-001,Southeast Houston
77622,southeast-ae@company.com,BRN-001,Southeast Houston
77625,southeast-ae@company.com,BRN-001,Southeast Houston
77627,southeast-ae@company.com,BRN-001,Southeast Houston
77630,southeast-ae@company.com,BRN-001,Southeast Houston
77632,southeast-ae@company.com,BRN-001,Southeast Houston
77640,southeast-ae@company.com,BRN-001,Southeast Houston
77642,southeast-ae@company.com,BRN-001,Southeast Houston
77650,southeast-ae@company.com,BRN-001,Southeast Houston
77651,southeast-ae@company.com,BRN-001,Southeast Houston
77656,southeast-ae@company.com,BRN-001,Southeast Houston
77657,southeast-ae@company.com,BRN-001,Southeast Houston
77659,southeast-ae@company.com,BRN-001,Southeast Houston
77662,southeast-ae@company.com,BRN-001,Southeast Houston
77665,southeast-ae@company.com,BRN-001,Southeast Houston
77701,southeast-ae@company.com,BRN-001,Southeast Houston
77702,southeast-ae@company.com,BRN-001,Southeast Houston
77703,southeast-ae@company.com,BRN-001,Southeast Houston
77705,southeast-ae@company.com,BRN-001,Southeast Houston
77706,southeast-ae@company.com,BRN-001,Southeast Houston
77707,southeast-ae@company.com,BRN-001,Southeast Houston
77708,southeast-ae@company.com,BRN-001,Southeast Houston
77710,southeast-ae@company.com,BRN-001,Southeast Houston
77713,southeast-ae@company.com,BRN-001,Southeast Houston

# ──────────────────────────────────────────────────────
# Northeast Houston - 76 zips
# Replace: northeast-ae@company.com
# ──────────────────────────────────────────────────────

77013,northeast-ae@company.com,BRN-001,Northeast Houston
77016,northeast-ae@company.com,BRN-001,Northeast Houston
77020,northeast-ae@company.com,BRN-001,Northeast Houston
77022,northeast-ae@company.com,BRN-001,Northeast Houston
77026,northeast-ae@company.com,BRN-001,Northeast Houston
77028,northeast-ae@company.com,BRN-001,Northeast Houston
77032,northeast-ae@company.com,BRN-001,Northeast Houston
77037,northeast-ae@company.com,BRN-001,Northeast Houston
77039,northeast-ae@company.com,BRN-001,Northeast Houston
77044,northeast-ae@company.com,BRN-001,Northeast Houston
77049,northeast-ae@company.com,BRN-001,Northeast Houston
77050,northeast-ae@company.com,BRN-001,Northeast Houston
77060,northeast-ae@company.com,BRN-001,Northeast Houston
77073,northeast-ae@company.com,BRN-001,Northeast Houston
77076,northeast-ae@company.com,BRN-001,Northeast Houston
77078,northeast-ae@company.com,BRN-001,Northeast Houston
77093,northeast-ae@company.com,BRN-001,Northeast Houston
77213,northeast-ae@company.com,BRN-001,Northeast Houston
77226,northeast-ae@company.com,BRN-001,Northeast Houston
77228,northeast-ae@company.com,BRN-001,Northeast Houston
77229,northeast-ae@company.com,BRN-001,Northeast Houston
77301,northeast-ae@company.com,BRN-001,Northeast Houston
77302,northeast-ae@company.com,BRN-001,Northeast Houston
77303,northeast-ae@company.com,BRN-001,Northeast Houston
77305,northeast-ae@company.com,BRN-001,Northeast Houston
77306,northeast-ae@company.com,BRN-001,Northeast Houston
77320,northeast-ae@company.com,BRN-001,Northeast Houston
77325,northeast-ae@company.com,BRN-001,Northeast Houston
77327,northeast-ae@company.com,BRN-001,Northeast Houston
77328,northeast-ae@company.com,BRN-001,Northeast Houston
77331,northeast-ae@company.com,BRN-001,Northeast Houston
77335,northeast-ae@company.com,BRN-001,Northeast Houston
77336,northeast-ae@company.com,BRN-001,Northeast Houston
77338,northeast-ae@company.com,BRN-001,Northeast Houston
77339,northeast-ae@company.com,BRN-001,Northeast Houston
77340,northeast-ae@company.com,BRN-001,Northeast Houston
77341,northeast-ae@company.com,BRN-001,Northeast Houston
77342,northeast-ae@company.com,BRN-001,Northeast Houston
77343,northeast-ae@company.com,BRN-001,Northeast Houston
77344,northeast-ae@company.com,BRN-001,Northeast Houston
77345,northeast-ae@company.com,BRN-001,Northeast Houston
77346,northeast-ae@company.com,BRN-001,Northeast Houston
77347,northeast-ae@company.com,BRN-001,Northeast Houston
77348,northeast-ae@company.com,BRN-001,Northeast Houston
77349,northeast-ae@company.com,BRN-001,Northeast Houston
77351,northeast-ae@company.com,BRN-001,Northeast Houston
77357,northeast-ae@company.com,BRN-001,Northeast Houston
77358,northeast-ae@company.com,BRN-001,Northeast Houston
77359,northeast-ae@company.com,BRN-001,Northeast Houston
77364,northeast-ae@company.com,BRN-001,Northeast Houston
77365,northeast-ae@company.com,BRN-001,Northeast Houston
77371,northeast-ae@company.com,BRN-001,Northeast Houston
77372,northeast-ae@company.com,BRN-001,Northeast Houston
77373,northeast-ae@company.com,BRN-001,Northeast Houston
77378,northeast-ae@company.com,BRN-001,Northeast Houston
77385,northeast-ae@company.com,BRN-001,Northeast Houston
77386,northeast-ae@company.com,BRN-001,Northeast Houston
77396,northeast-ae@company.com,BRN-001,Northeast Houston
77519,northeast-ae@company.com,BRN-001,Northeast Houston
77521,northeast-ae@company.com,BRN-001,Northeast Houston
77530,northeast-ae@company.com,BRN-001,Northeast Houston
77532,northeast-ae@company.com,BRN-001,Northeast Houston
77533,northeast-ae@company.com,BRN-001,Northeast Houston
77535,northeast-ae@company.com,BRN-001,Northeast Houston
77538,northeast-ae@company.com,BRN-001,Northeast Houston
77560,northeast-ae@company.com,BRN-001,Northeast Houston
77561,northeast-ae@company.com,BRN-001,Northeast Houston
77562,northeast-ae@company.com,BRN-001,Northeast Houston
77564,northeast-ae@company.com,BRN-001,Northeast Houston
77575,northeast-ae@company.com,BRN-001,Northeast Houston
77580,northeast-ae@company.com,BRN-001,Northeast Houston
77582,northeast-ae@company.com,BRN-001,Northeast Houston
77585,northeast-ae@company.com,BRN-001,Northeast Houston
77613,northeast-ae@company.com,BRN-001,Northeast Houston
77629,northeast-ae@company.com,BRN-001,Northeast Houston
77659,northeast-ae@company.com,BRN-001,Northeast Houston
